,id,reversed,condition,phase,phase_order,score,score_n,total_score,entropy_xy,nstates_xy,bic_xy,entropy_xy_n,nstates_xy_n,bic_xy_n,entropy_amp_and_freq,nstates_amp_and_freq,bic_amp_and_freq,entropy_amp_and_freq_n,nstates_amp_and_freq_n,bic_amp_and_freq_n,entropy_amp_and_mel,nstates_amp_and_mel,bic_amp_and_mel,entropy_amp_and_mel_n,nstates_amp_and_mel_n,bic_amp_and_mel_n,llh_xy,llh_amp_and_freq,llh_amp_and_mel,llh_xy_n,llh_amp_and_freq_n,llh_amp_and_mel_n
36,13201516514,0,2,0,0,0.7,0.22256215785337788,0.804347826,0.99,14,9278.723838129934,,-0.8433995342721073,-0.7919296805757163,0.99,13,11000.633556548028,,-0.9927836131939491,-0.6066611855618194,0.99,15,11052.594025919661,,-0.6517917067451893,-0.6215158124062495,2.1991312820618044e+21,1.1447365333438633e+22,8.426690661629697e+21,-0.1626577880324472,-0.129403152783845,-0.1321337230262828
37,13201516514,0,2,2,1,0.666666667,0.07883317286626657,0.804347826,0.99,26,68658.89367570072,,1.2246265683393753,0.9892623924767383,0.99,29,18711.877837941436,,1.9032923413165768,-0.06902061683521774,0.99,30,18542.670621658366,,2.014628911757857,-0.0972501728842821,1.2060927159785507e+40,4.705962867808877e+32,4.403202811408796e+31,-0.16243886335174942,-0.12940288342063055,-0.13213368532855554
38,13201516514,0,2,1,2,1.0,1.5161230356729902,0.804347826,0.99,22,34006.073802830695,,0.5352845341355478,-0.05019788921847021,0.99,20,35778.770340829484,,0.2742496169044059,1.1209110539574034,0.99,21,36566.7321303265,,0.4147765406560292,1.1643385455810509,4.676965159422424e+36,1.4150097024877744e+37,1.76110562106361e+37,-0.16265770313821887,-0.12130382066665393,-0.11705613469342949
39,13201720514,0,2,0,0,0.1,-2.364559597785846,0.173913044,0.99,9,6447.987494638566,,-1.7050770770268917,-0.876841615818079,0.4034432351017275,9,7495.842621236681,,-1.7168026018215805,-0.8510209442424428,0.40456060896447904,9,7638.527416174471,,-1.7183599541464076,-0.8604823692431937,4.447998347638939e+19,1.7853631659733896e+20,1.8806777958744808e+20,-0.1626577880324472,-0.129403152783845,-0.1321337230262828
40,13201720514,0,2,2,1,0.111111111,-2.316649936123475,0.173913044,0.23525764897860232,10,9069.662843923983,,-1.532741568475935,-0.798200760410663,0.99,10,3011.8198909592434,,-1.5357978546646727,-1.1636543459239863,0.99,12,3129.452069922385,,-1.1850758304457985,-1.1760937304675232,2.3325168404333283e+28,1.1168979598586562e+22,9.228092698962636e+21,-0.1626577880324468,-0.129403152783845,-0.1321337230262828
41,13201720514,0,2,1,2,0.27777777800000003,-1.5980050025641788,0.173913044,0.17359337134628616,7,1912.930436877631,,-2.0497480941288053,-1.012877058360943,0.99,5,2327.747247168349,,-2.440821590449212,-1.2113490099544697,0.99,5,2324.0063696741686,,-2.429405452413887,-1.2324706579586373,1.2127905575043804e+20,3.5772090506050604e+21,3.0727793213657134e+21,-0.1626577880324472,-0.129403152783845,-0.1321337230262828
42,13201820514,0,2,0,0,0.5,-0.6398117606930299,0.608695652,0.99,10,7661.478357157912,,-1.532741568475935,-0.8404412432534076,0.419094661040478,9,9376.982634714495,,-1.7168026018215805,-0.7198647845107444,0.99,10,9272.98104171206,,-1.540598579579538,-0.7460792834658108,1.8053903764826284e+19,1.3104560131218371e+20,1.0495310263002045e+20,-0.1626577880324472,-0.129403152783845,-0.1321337230262828
43,13201820514,0,2,2,1,0.5,-0.6398117606930299,0.608695652,0.99,20,79010.78072326133,,0.19061351703363405,1.299781867255722,0.99,23,25476.758870510428,,0.8172638583751295,0.4026379577082125,0.99,20,25985.536877793587,,0.23701516608915946,0.42371099323639183,3.5641556578709436e+39,8.012206046255544e+32,1.751414191984457e+33,-0.16259309303603284,-0.1294026941755567,-0.1321322235647019
44,13201820514,0,2,1,2,0.7777777779999999,0.5579297938018407,0.608695652,0.99,17,24511.516401443234,,-0.32639300861923665,-0.3350005502205039,0.99,20,29295.058890440385,,0.2742496169044059,0.6688560827437983,0.99,18,30053.385644138787,,-0.11850758304458003,0.708438833827491,9.11468223836675e+30,7.65605591916003e+31,9.261978323015484e+31,-0.16265778803228176,-0.12940310896157334,-0.132133643730473
45,13202021514,0,2,0,0,0.4,-1.0709987199662339,0.826086957,0.99,11,7764.698228185127,,-1.3604060599249779,-0.8373450174164305,0.99,10,9799.870969857691,,-1.5357978546646727,-0.6903803178387653,-2.9432795978884363e-15,10,9707.507274748725,,-1.540598579579538,-0.7156647515794955,2.440109768790249e+20,2.1942001990293492e+21,2.041781979079692e+21,-0.1626577880324472,-0.129403152783845,-0.1321337230262828
